symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2015-06-15,8253,2176,26.37
ADANIPORTS,EQ,2015-06-15,3154460,1469295,46.58
BEL,EQ,2015-06-15,76616,19125,24.96
BOSCHLTD,EQ,2015-06-15,18007,5254,29.18
CUMMINSIND,EQ,2015-06-15,38277,28937,75.60
DLF,EQ,2015-06-15,5699786,1040014,18.25
HINDALCO,EQ,2015-06-15,4287348,1886483,44.00
INDHOTEL,D1,2015-06-15,830,830,100.00
INDHOTEL,EQ,2015-06-15,335985,289447,86.15
LT,EQ,2015-06-15,1133848,352340,31.07
MANAPPURAM,EQ,2015-06-15,644671,346322,53.72
MANAPPURAM,N5,2015-06-15,15,15,100.00
MARUTI,EQ,2015-06-15,175936,58453,33.22
PGEL,EQ,2015-06-15,29540,26730,90.49
SBIN,EQ,2015-06-15,13545280,5502753,40.62
SBIN,N3,2015-06-15,10,10,100.00
SBIN,N5,2015-06-15,54,53,98.15
SUZLON,EQ,2015-06-15,21950786,9572050,43.61
TRENT,EQ,2015-06-15,3287,1336,40.64
